model,type
f2acb448-a6dd-40e5-8d76-0df45f2619d6,Cone
5b4d7f3e-30c3-4fb0-ae47-44824b2e4867,Sphere
8a11c092-877d-4ba8-b633-757e0f59297d,Torus.458
3f6b73c7-d695-477d-bcf1-d7a854e7f9de,Torus.459
a7e4d0ee-09b2-4f9e-9eab-659a9fc04166,Torus.460
5f6015cd-d5ea-4b6f-8a98-1f91950a4de6,Cylinder
8af22a9b-f6cb-439d-9689-e6ed9c7975ba,Cylinder
9699396c-f2bf-4186-8f42-1375381f07d3,Sphere
14f164d8-086b-4550-b72b-99c406568789,Cylinder
eeb27647-bf43-441f-9c52-eb189e5a78ec,Sphere
fc3e0006-9c91-4fb4-b31a-2e6099825a14,Cube
2635e2c5-fc94-4ddc-be98-ed5d54b0e219,Cube
97ef7fa6-eb73-4209-8816-818500500533,Cylinder
cd65d7b8-1e2c-4f84-a1d4-c4e6595f9b7e,Cone
4cfabd92-49d8-482c-8d69-b2874de80ad8,Torus.461
8f5f5492-75e5-438d-8999-4fdbb4271165,Cone
4c5e3aae-f97e-4b38-8a6e-1962bdb6829b,Cone
41d5eea3-eebd-4c34-8bea-eca7a2e26878,Cube
aae884ca-c28f-4acc-a2e6-4cd5e551fe5f,Cone
b2722230-1c62-4501-8211-36a25766f6ff,Cylinder
42900c03-de01-48b2-98bd-00830c6342c0,Cylinder
0ad3c288-bc74-4bb9-b7a7-a671c9072cf4,Sphere
77b25fe8-1c76-4869-8d13-1f58d8fd81ff,Cone
95ca0bc9-79d6-4ad6-8488-a9fc142f58dc,Cube
013249c1-a73c-4f97-bf8b-6fc16ff61a67,Cylinder
afd43d63-b051-4042-a19a-ca6173a8ec1d,Cylinder
6d87d449-4cd0-4c89-a4cd-7f5433e1f72d,Torus.462
31933692-c72c-42cd-86c9-596f2aba507c,Cube
63b54245-52d4-43ce-897e-58125f8a4c05,Cylinder
c4dd754e-f228-47ea-bc8d-999d9fa708e6,Torus.463
1fccd07a-0faa-43f4-a517-af952648e282,Cylinder
8f9396c6-a334-4a62-b56c-00e9c68cb1be,Cylinder
0b79b8ce-91b3-426e-a585-d29caed57b55,Cube
c26b629c-b9bb-4f35-b2b4-7005689371cd,Torus.464
2fdb43d8-044d-4913-94e5-866d52e130da,Sphere
a3b33aec-3f60-4afc-980d-ab488da0dfa4,Cone
492dcea7-65c9-41b9-af32-720df8eb379a,Cylinder
6a097ee8-c118-4c54-b9bc-34a152b3a772,Sphere
bcac1939-007d-4ef2-9e5c-f34b64b34d04,Cone
19cb18de-1089-490d-8969-71008167506f,Cone
7df5176b-3963-4767-92ec-1dfb858b4810,Torus.465
4aa427bc-279a-458b-96bc-92537c30a0d0,Cylinder
1f5060ce-8449-48c3-b2d2-375821d76f4f,Cube
a1728d2c-f830-43a7-8f7c-2fe512bc4bb5,Torus.466
b6ec2336-0004-4907-b482-0ef14767ac0a,Sphere
3c11704b-de58-483d-9fd4-7991471b2683,Cube
f78c4a6c-fc4d-4732-b545-20c78faff76a,Cube
599c60df-a5b7-4a64-a9ec-16058dbbaf37,Cylinder
fe3e5f40-d79a-40b4-b615-dde536fa89a1,Cube
b8d08b9c-4cf5-49d4-b2e2-2b52499af287,Sphere
e5c0bccb-66da-4c38-9e90-7d2387f53c72,Cube
60c093e9-b528-41cb-bd08-92a38adb9395,Sphere
5741d42d-9dcc-460b-8154-4b96901a73c7,Torus.467
d506f10e-25a2-46ff-a951-84ad369b4d06,Sphere
34ff10f4-a169-43a8-82cb-97f30b8f5a83,Torus.468
fc8a8dea-1903-4fae-91db-9007d50859ef,Sphere
13c67ce8-c767-408f-8f43-fdb1b33fbee2,Cube
2130ad52-6d71-4674-a28c-8d87b867267d,Cylinder
5dbcb9a1-fb6f-441b-8cd7-c1a21cc9005c,Cube
e1088fdb-e6f5-450e-b1f6-48d7acf393a8,Cylinder
f19712e1-74dd-4237-b850-062dadf9d32d,Sphere
1a46f5b8-65a3-47e5-95c2-7bb399a77c53,Torus.469
9017c4e4-a86c-42fc-b186-5ae542427d16,Cylinder
2a1e112f-2fa7-4287-91f1-aacab0ae31fb,Cone
5a1fe682-cb63-48c3-840b-9199fc3a677a,Cube
6a0208af-7322-484f-95b0-cf1e25f40c41,Sphere
f15f21e4-6540-48e9-9def-e07fcd286f36,Cylinder
a77f46f2-4bd3-436b-8807-2989a69a025e,Cube
3f097856-4da0-4150-b7b9-9586df9973cd,Sphere
cbdbb3c7-fdd0-40dc-b99b-5713116b69f1,Sphere
a7b91b60-4a6f-4b7e-b601-489a53f3fa8b,Cone
2e10376b-0687-4c6d-a248-106a3d3768e6,Torus.470
e068088a-1fcb-4af5-8e78-97655a85ba88,Torus.471
5c2c7ac0-108b-4e8d-a098-0b35c93f6422,Torus.472
8b0f3bd5-dcff-445b-8e19-e7940a0833c0,Cylinder
843f0416-9b8b-4deb-98f1-39d345e266ab,Cube
d8e552d7-7105-45a7-8b40-997157107914,Torus.473
b6ed6621-c24a-4345-a5f2-4d2a33da9f76,Torus.474
bd333856-2801-4662-97f7-e39987c50e86,Cylinder
9c90d9d0-913d-4c52-b263-35b9ad2ca3e6,Torus.475
41690bc8-ecd4-4009-930b-e1c3e14804e1,Torus.476
274301ce-9444-4bdc-b180-dc268b9b2b4b,Cube
86faa3eb-69e1-40dd-89ee-1b2f983079cb,Cone
ddb13b00-68f7-4e0d-8a14-1cdc2e5672c1,Cone
3d44a965-cb84-434d-8c02-98b97c616b85,Torus.477
89689623-1652-4343-9f86-f839f409ef9a,Torus.478
7e90a1f5-9b2b-4b57-8066-0ae764376b8d,Cube
e77e8539-b8f4-4172-9fd1-4523dfb57a1b,Sphere
f1d5ea59-73b5-4cf0-8bbf-526aeadf7329,Torus.479
d4262306-c996-4683-a913-4b7495256e46,Torus.480
ad2738a5-e16d-4517-9c85-9314eb1dcf24,Cylinder
1da63aea-471b-44f8-8532-7f0f60cd3279,Cube
3356db66-8202-4112-8fa9-ce6d98020156,Cylinder
c266083c-c71d-4003-af5d-b7a7edd19ab4,Torus.481
e12e02d8-8af1-4d64-b859-2c5285268f9c,Cube
f7001d61-b3ea-42c9-8366-1fd7824275e6,Torus.482
70ed072f-52b5-42de-acd0-a10f0c10c3b6,Cone
77879753-f51c-4610-a753-a58256aa2479,Torus.483
32826dbc-4e79-4581-83a5-0231f8d15055,Torus.484
651caaff-a1ad-44b1-a3c1-5fe7d6ec0475,Cone
d45c01c1-79b9-4084-a065-3a6ede4bb75d,Cylinder
e9f80707-8440-48e6-a77c-0b92370d3e90,Cube
118921b3-0915-4c9d-827c-242e7cbbdc40,Cone
c574fa82-9668-413f-b15e-f4b3cdc8c037,Cube
7583680d-32ae-4cf0-b836-e3b767c7e2df,Sphere
49dd9fc5-d2f6-4316-8fa6-d1f562e749da,Torus.485
bca3a57e-5d81-4fca-b8b3-2a06f85e36f8,Cube
957abbff-7ad5-4068-bc1d-83720923e150,Torus.486
f83f0ef5-e45e-4711-9bc0-b61eab444fde,Cylinder
ea85a079-45d6-4207-a033-4c3077a11438,Torus.487
239cf9a2-1aa0-450b-a0c3-bdf9dcba8e58,Sphere
37a23af3-182b-4434-8903-7ef20228bd59,Torus.488
27b78ecf-9388-40bb-8ee4-45b97b96e164,Cube
e2752133-8dad-4a86-a660-4450d249b615,Cylinder
dea815d3-5ccd-45ea-a259-a1e5f10ee161,Cylinder
40e9fca4-f5ca-4545-880c-b06ad9921b6a,Cylinder
b26d5e0a-d4e3-447b-a0a4-4eb05f48639a,Cube
b72d7d87-f52d-40a1-953b-aa096a0c2e1a,Cylinder
854f6944-ae20-4fdf-b451-4f60dd61bc34,Cube
db9243b2-252a-4a36-aa28-a4e30f92de8a,Cylinder
bab58ea6-b1e4-47b8-bcfe-c5ff3e63a33a,Cube
04841142-3578-4242-9d6d-a746ea9349f1,Torus.489
971aedcc-835b-48e2-aad3-afea93e125bc,Sphere
6360aef4-3420-4944-8790-01fdb85f7e76,Cube
12e1ea2f-7ed4-4044-ab18-9ce24926a33a,Sphere
e512ad97-3fc7-4885-ab53-2f4b34ff2e12,Cylinder
87a4437f-c39c-43e5-9c60-70b3d96a4d6c,Cube
2de55b74-1d0d-44c3-b6cc-51068db8e2fa,Sphere
e0f8d2d0-7a02-484e-ab76-b73741fb5f32,Cylinder
82c12593-c07f-4341-b476-df166bfbfb81,Cylinder
47be11e5-7e1f-41e9-abfd-f03c93a15582,Cube
de3878c8-be27-4c65-bfb2-db9ea5eff33a,Sphere
62e30ac6-54df-4725-bac3-e3ac88023158,Cylinder
d3ee7acd-a13c-4306-8711-2207b5813d77,Sphere
8f4a7fdf-a7ce-451d-bf5b-2f96bc06fc22,Sphere
7c239dd2-0930-4c00-961c-20a7ec8fa3ab,Cone
83d5cca6-f1be-4592-b9c6-892f0aaa0bef,Cube
7e3d00bf-1a2a-47af-9fd7-7a397b264dd7,Cylinder
2e7bc3a0-c562-45d6-8c97-d32a24a1a181,Torus.490
7270577b-f2b5-427c-a28f-fa10b085805c,Cube
67812f28-661d-48f1-8c0b-641a2bfeb221,Cube
dda0ce40-fcfe-471e-9e0e-0f208e86b42f,Cylinder
cae0c07c-6d00-4b18-a3ec-909a9757c461,Sphere
17e2385b-ec05-47ec-a7fb-508ed7e8c98f,Cylinder
86eb5e94-f4f1-4632-bc07-b40470bc865d,Cone
9456b96d-bd25-4cb2-bf4f-95a8cebcf176,Torus.491
7758111d-895e-49aa-a698-28050a23c8e4,Cone
d90f4869-3fce-491d-a907-7689d63cf303,Torus.492
f25c4da1-d47f-4e8c-ae7f-3e2be750160f,Cube
9c840916-8fbb-4d23-be2e-9ab96107eb1d,Sphere
09d23942-1b7c-404a-bc98-c68f8eae90cb,Sphere
ba10ceb6-f175-4686-9acf-de4802f28024,Cube
a3aa8ef9-5de0-4645-80a1-8fca6355d41c,Cylinder
bcf2509a-cfed-4fdd-b27c-02367b9dc643,Cube
0b04e59e-caaf-4ade-a69b-2b6e7aa24d68,Cylinder
f83aaad5-f795-411a-96e9-75c87fcdd6fa,Torus.493
1dcec294-411b-43ff-9cd7-25e397673731,Sphere
a699a190-ad9a-416f-b0f1-4fbd4b08edec,Torus.494
98fd23c6-b872-407e-9ca1-034abd1c96cc,Torus.495
dc330115-3abf-4e11-a62f-5c0a7638c485,Torus.496
446c04e6-1166-4fdb-ad53-693d72ae881f,Torus.497
00dea767-0cce-47a9-862a-8b6aa1a39ca0,Cube
d4e107d1-4042-4917-a0f2-fbbd0734b750,Cube
d2a99dc9-0a63-468f-ac2f-fd50bdfb4cac,Cylinder
fbdc8bc8-3e6e-49b4-bc77-8d626f16bc86,Sphere
91f1f268-c549-4325-a8ef-8282aa00e69f,Sphere
3fcef6ef-eb84-4ca0-abce-a674559b7664,Cube
ce6f419f-5215-46c9-9b78-8f5dcfe3707b,Cylinder
5d0088fc-7d5f-4def-8478-36e315de30d4,Sphere
71afd0b1-feff-4a44-97c7-4f940c965146,Cylinder
dadad381-c9e3-4d85-8059-1455e72e19e9,Cube
c4066d36-bd5a-44de-8d0d-1d1c99d0bb89,Cylinder
bc86ebaa-b00f-4f8e-bfca-1ffee7eed7dc,Sphere
a3ad26ec-8b8d-4ba8-bd55-fd335374ce6f,Cube
dd74eecf-9aff-44ca-bb2a-9020b13c1481,Cone
dc726aeb-96cc-4395-8c61-f83556630965,Cone
3159098e-cb99-4362-9969-54813575f135,Cube
b0e6b790-d7ce-40b9-81c4-86cd63839e17,Cone
42ac3aa9-9aad-4b0d-ae96-956dc92f7a1f,Sphere
d74a4e16-19fd-4e3e-8419-6d2cbd48528a,Torus.498
882b929f-f34b-4e1c-972b-e3b88bd69a1d,Cube
345e4657-256d-4585-a362-358f35d66133,Torus.499
bf86f2b5-510e-474c-83af-7cada35a3f97,Cube
7ab20687-c3ab-4539-b6ad-e46c6df6217a,Cylinder
6527553f-81e4-415a-8b21-addf3549afc1,Cube
54890e04-f54a-49ea-9a0c-a64b99813a86,Sphere
775b508a-99b5-4ae4-99bd-436b6077e17d,Cube
5b2e2ba5-d069-4ab6-9ab1-111ad441bd52,Torus.500
8d54409d-3052-49d0-81d1-b348f480d8c7,Cube
88fd1cdc-3513-48cb-8b7f-2d0ea469c698,Torus.501
bc2ef130-16e2-445a-b077-3cf3711fb925,Torus.502
ea5e0044-6063-49ce-8bfc-71e41ca70c78,Cube
6a44f97c-0942-45a0-9556-20778cbd4f2f,Sphere
00edf136-428d-4e4d-8618-6485cd27ab16,Cone
48ac76f1-8e39-4546-91a4-4ac0bba5b117,Cube
454e0149-7b3d-4b11-9163-c378e912afaf,Cube
ab584181-5ae5-428d-a9a4-4502b8bed52c,Sphere
7c1e605c-5a40-41da-b8c6-8593b032b122,Cylinder
69e40f0d-36e0-48a0-949c-63c4c553f763,Cone
c0bfffce-806f-4dfa-82a6-c75e1ccdd5e5,Cube
f37241fe-09dc-4084-bc57-d3c0eb81b24a,Cylinder
79d6111e-159e-4b79-ac69-047031d6b25d,Cylinder
88bfb3e8-a2c4-468c-a41e-1251b37c9099,Cylinder
16baa32c-0d2f-4b33-8449-588978368280,Cube
b87c7131-521c-4d79-bcc4-cdd005374d35,Cylinder
d27dfa9d-1b4a-4b4a-b33a-ac5401e7417e,Cone
4b20a6a0-5254-430e-a649-e47cbc888260,Cylinder
243351c4-eecc-46d3-a549-d9b30be5562e,Cylinder
a72c7447-8d0f-4e45-93c1-5564b2b9a242,Torus.503
b3a955be-cfd2-4c58-8c56-075a641fffb9,Torus.504
094b025f-b2a7-4373-be65-6e6bf8d91da2,Cube
0c46dd10-e65b-40e7-b367-5d8478b4775b,Cone
78555896-701c-410e-b28b-6d6b3639c5c0,Torus.505
18aff941-68b5-4c18-bafd-914c6edd5a2e,Cone
00a855e7-9278-42ba-ac4f-106a35dec5f7,Sphere
3b912b0e-8851-4eb3-9785-8eb2968c2b40,Cone
bfaf59c7-eb2b-472d-8535-2042d6325c70,Cube
e8d127e5-50d2-4614-a82e-6fb812742b1a,Cube
39ecf69c-0139-4367-99d3-9d52d104236a,Torus.506
43337cfe-6ddd-425c-b5da-a4d0a4efe0e6,Sphere
1e86ba09-b6b7-498d-8c36-1e20c97c706e,Sphere
16a70833-88cf-4251-847d-25d80f8c0b83,Cube
71f21314-e1bf-48d8-87a7-f4b5c88ed37f,Cone
fc4b3838-8ef2-410e-9038-292ef3d19d73,Cube
ad4bc3da-3ca7-4ad5-90b3-4eda89a69ac1,Sphere
15568848-acc2-4294-b2cd-d30e5c7d9405,Cube
92a6dbbe-34bc-4a5d-a7d3-2d9102583f14,Torus.507
ccf37d6a-c07c-4131-b7da-3970e4ed2763,Torus.508
5af28dfd-61b2-4aa3-b92e-91e7c8efa0f7,Torus.509
4002547c-05a8-4fb9-a3a0-dc430e3a1672,Torus.510
be73e2f9-cc15-4803-bba8-6bca122584c9,Cone
bce9e264-6882-4c62-a72e-54de2191d7ae,Cylinder
94f1f52c-780e-4405-acc7-ec4210b7e26f,Cone
2ce2c559-d0f5-46d1-be72-562055901fb6,Cone
e6a09cb6-f1eb-425c-94fc-1671e85cd269,Cylinder
8b4b97ac-102b-47ec-ba45-d50b7d150c02,Cone
b95ed9f2-ee96-45df-b6fe-80d70be2d77a,Cone
927c5a8f-cff1-4a96-869d-60bb6343ec20,Sphere
0f02b12f-b298-434d-a4ed-a5afef8fc23c,Cone
8a3cc327-bce1-41fc-a3ff-fb9c51399a14,Cylinder
e305de75-6303-4c59-88c8-18337599df5d,Cylinder
8e38784f-14a6-45cd-9365-11708a2cf471,Cylinder
893c6887-78d3-433d-b1e9-949cb6728ee8,Torus.511
830e9f31-f9b4-439b-9fb1-c1e4ddb6b051,Torus.512
1a9b4275-9c57-4cbc-80bf-3930f8449344,Cube
2a39dacc-f64f-4f80-8f16-075aad47633a,Cone
5216f831-98f5-4a8f-9f93-82bc956b6675,Sphere
ebcefb3e-b4a6-4751-80c3-51c56f4799e3,Cube
29c025bd-8727-430d-b556-0cc743008e20,Torus.513
835d01f5-1247-4a96-b90f-071bb2cde7e6,Sphere
cdda28c7-c788-4262-a082-853d7a453518,Cube
2f06afd9-df5f-4f5a-a836-acae3ff138c1,Cube
95e3b4fb-586f-4a84-8b1c-3f06bfa48b49,Cylinder
5c02c148-4c79-47aa-a6d6-80632a670d41,Cube
55717ce8-e3ac-492d-9673-a41c15a4e150,Cube
7f2b7a92-388b-43ba-9f50-3ee8a694f206,Cylinder
b602f38f-9689-4314-aa0f-ad8702dd44c7,Sphere
f8714bd3-c744-4e2a-87d9-6b61aca027cc,Cone
5f6ea3ef-b822-4f0c-8fb2-590239f62a1a,Cone
dedeab94-f2e3-41c8-9d08-67ca3da47d45,Cone
9ad4e513-3018-41fe-9528-592652b97a9f,Torus.514
5ae07193-bb7a-4f06-b020-5fc932da98bf,Torus.515
160cc5ac-563d-4a6d-9cd7-354c35c59a21,Sphere
f3c1b457-4bc8-46f6-a4a9-3590f66353f4,Cylinder
9ff063c3-160e-43ac-8fab-a251c98bdc28,Sphere
42f91b02-b441-4d04-9e9e-bdafe038f66b,Cylinder
b9de7f85-e40c-4273-8b92-920fa4020f50,Cylinder
4e9b1668-5f58-4d34-8366-1aa4a12e4cf9,Cube
ce72c7f3-a997-4224-b4d4-7ec9961d9a8f,Cylinder
f4a986e1-fd32-4a1c-9a50-74df9a5a3c6b,Sphere
67b4de5a-3f05-434d-b761-ffdb227af319,Torus.516
d3159211-ed98-490e-8a11-39b16097899a,Cylinder
4c2fb5ae-801a-4ff7-9ece-fa5979881fa2,Cylinder
61293245-e7ba-4f5f-9911-a2d8d0bc472d,Sphere
f9ecbdd0-ddcf-43d0-a015-95d6b52a92e4,Cube
c28cfdcd-3162-46cc-8043-582c31843d78,Torus.517
361cabf5-2825-4e46-84dc-4d33844e31d3,Cone
966a29c4-6f8d-4eea-a8bb-1624ea069f2a,Cube
eb21f7fa-1f10-40ac-a32e-26b0738ebc65,Cube
31c925c6-88d7-4093-bf7f-09294ee5f775,Cube
062ac4b2-76f6-4036-a0c1-6245bf3d5729,Sphere
a85c199e-1c68-42ac-94c0-2566d66bcbf8,Cone
39117ff8-8b1d-4110-9402-acf03bedcaf2,Sphere
e25b0b77-5ff9-4e74-b65e-82489cb95581,Cylinder
978b2726-43b2-4b29-84c4-c7658400406d,Cylinder
1ab325dc-6895-4a6c-aedd-06d0df93d1c6,Sphere
a425ab9b-976a-43fe-923c-674559904391,Cube
53247431-ea54-41ba-a9d1-75f03a51c0f2,Cylinder
f3ab4ba3-7e14-48ec-bfed-534961b828b3,Cylinder
3215f552-c287-4618-a885-157715128e60,Torus.518
7c9699ea-da2d-43f2-a861-2c0c383caac4,Cube
eaf2b72c-b42c-4707-96b5-2acb400ebd5b,Cylinder
db864ba8-16f5-4427-b139-8c913e59dead,Cylinder
940ba435-686c-4f12-bdf2-f35503ff9ed1,Sphere
23d91495-19bc-4385-b14b-644b53ce02eb,Cone
c386b564-85ba-4035-ac20-84a23c793558,Cylinder
90fed6f5-098c-4fea-9d2e-27bfc62e5657,Torus.519
0fc5301a-e2a6-403c-a6b8-5d2fef368019,Sphere
5d2981e7-7b43-443a-97ab-d217133d35a9,Torus.520
c749bfc2-a800-4ef4-a9ae-c75cee2a4cfe,Cube
6f367fc6-4a0c-4f59-bb52-b48ecc8a3456,Cube
e03ba97b-7209-410c-a73f-218b5dc803fd,Sphere
91112083-983b-45e2-8c99-0c47151b186c,Sphere
98df16d6-e311-4309-98ff-90a98dad9b7b,Cylinder
7b58ddea-93c6-4432-bdec-d95643478630,Torus.521
74eecf26-a35c-4029-95c1-4091551d47cd,Cone
e4e7f315-c58d-4b83-b32f-b18e787126c5,Cylinder
7efddd60-817c-4c52-b135-545c6756cee5,Cone
01593aae-13b2-4132-9c77-8506f848353a,Torus.522
74570722-cbe1-42b7-92f5-fd2d97a51598,Torus.523
83b1aa00-081c-4b54-8120-3fd29c99713b,Cube
7b88ac54-6810-48f4-bdf5-7ff6972db730,Cone
b4f82ffe-8ff0-40ee-8602-aadbf022a869,Torus.524
c3e70c1f-5082-44d7-b9d9-a5e4b4e5f724,Cube
50cbee5a-0b03-4dfd-be2e-967637c917dd,Cylinder
a1ed8d28-bc84-4d31-99d0-3fcb248e33c2,Cylinder
3ee26439-3d19-4613-816b-98362cd17ad6,Torus.525
85037507-6f15-448f-b025-1cd0c12c23c1,Torus.526
a7fbec81-ffa1-4b4f-85da-76fb671263a4,Torus.527
60a6a8e4-7f3f-4030-b0bf-edeb4e96dd23,Cylinder
0a2fc4fa-0838-4e6c-8a0d-131e19f05544,Cube
0426ecac-1181-421e-bd64-40e2a0d03dff,Sphere
f065ca40-21d2-41be-b86b-ef823d58f95b,Cube
61d31aef-4b1b-42ea-81b3-78900cfa975d,Cylinder
8d6e7ea7-bf35-4b56-8060-ae8b54e844e1,Cube
93bcf86f-95df-4c6b-a5ff-74ced20dabcd,Cone
0837daa6-cbaa-40c8-9790-37e745671836,Cylinder
4e316a81-8edb-4024-af7c-ff481a668ee7,Torus.528
dee152d0-2210-41b2-9043-85f4c40c4d98,Cone
1a56a538-17bf-4bdc-8f2b-a7c09b7d681b,Torus.529
cc173913-0f03-4968-abbb-4f72e5cc37e1,Sphere
331fd765-5d46-471d-8823-b0d68a8a014d,Cube
364617df-f606-4cd9-b26a-e63a26aacbf4,Cone
662f32d8-8470-4f77-b9b8-673be10d93ea,Cone
0794e9cc-3d59-47f3-9cbd-eff6a0a3940a,Cylinder
afb06d92-ed0c-4f25-80ed-49616a27ec69,Cylinder
ad9e6295-ac8a-4b2d-b9f5-0af33f77fb3f,Cube
d3004570-fcc6-46ae-8fe9-fcd70d33e9ef,Cube
b7a8bd8f-f0d4-470d-92c9-643a2a21fd65,Torus.530
882f2ba8-2780-472a-a562-f681f56e0d67,Cube
7169f25d-1079-4414-9fea-58a21783302d,Torus.531
49eccd0a-467e-4cba-867f-c8303bf12f2e,Cylinder
d22d69c5-ed0d-4135-b6e3-68e8e630ffb1,Cube
db265e4d-5f1c-4cd7-baf4-b895dcc8518e,Torus.532
3fc24d8b-00d7-45e6-9d13-13408fe6e9c0,Cone
1a9bc0da-fb31-4276-89f1-a5b3da4c29b2,Cone
dce9c48d-fd89-46e4-a0bb-c80689f42406,Sphere
82ad8d18-ef39-4cbb-b092-500ef9b706b3,Cone
16249dd7-3b4e-4037-877d-0bc6f708a74f,Torus.533
3aa0df4a-8e67-416b-ae0f-07e476cd9304,Cone
11124e67-842b-474d-95fd-8dcb4d06121c,Sphere
b87db15b-e164-46f2-a575-6f42cea54b6f,Cube
e0b31a7f-b871-4e87-af5b-cff14115e7b7,Sphere
9ed8836f-71d5-41dc-91cb-9dd6f4b4da30,Torus.534
5aaaff30-cc60-4a22-a88b-2b999e74156e,Sphere
09f7dbc8-f546-4f09-af79-558f5902b034,Cone
d14c5351-8425-479b-9a25-d4b3009cb6b7,Cylinder
2653fede-c782-4872-a181-43d6d33957e2,Torus.535
b2b3937d-82b7-4ee8-8a15-8ac1757b9319,Cone
1ea46c5e-b813-4a25-be4b-bf3577950578,Torus.536
b00dd7f2-1382-476b-ad68-c4ae5e3cb226,Torus.537
d5b9838a-e1a4-4c94-a2bb-788c0f47da11,Cube
dba6506b-0708-445f-b4e7-424c362e4db5,Cone
f16f363b-0c4d-4dac-8ed7-8e6d394ed08c,Torus.538
479a5fd0-a340-4626-890a-8c2b99164125,Sphere
8ba75383-99e6-4de6-856d-46739da3a9b3,Torus.539
d2b69a5b-7bb6-43b9-b204-0fa50c74ab87,Cylinder
a02e16ff-d413-4d6d-9e1c-6bde22dd3a3c,Cylinder
a2e8f5af-b8c3-474e-9d7c-bca7e31ffdbf,Cone
585ae41c-b85d-4451-b5d9-5e7d6889c250,Sphere
13f60314-c5fa-4133-b614-e5f90a1dcd2a,Sphere
91a8eafb-05ed-41d5-8a35-eb1ded493533,Cone
a540f9a2-0dea-4895-97c0-75616334db85,Cylinder
1131a9fe-e337-461f-93f0-807bbf8241da,Cube
52d0d0ea-ff8f-49c1-9d0c-c8827ffe4c74,Sphere
176278fd-87aa-4afd-86d3-dbcce595e84f,Cube
83477b0c-4ab4-49ab-99fb-3178f74fbfb1,Cylinder
c0315ec9-9528-4459-8a3a-72ac5a99a766,Torus.540
47b28f37-d14e-4388-9c9d-f36b62d4566b,Cylinder
cede32fb-af94-47f0-89a3-6a6ff92f9e7e,Torus.541
37a24ea8-b49e-41de-8e46-60446e7fcadc,Cone
58ef31a3-3076-48dd-97ae-f859a4776870,Torus.542
8870fb41-105c-40d8-83ce-27df500f3033,Cylinder
04216d9c-ade2-43c1-89a6-12e641d6fa08,Torus.543
10c6313d-d88f-4e81-ae6e-46ca36df8e60,Sphere
7b09ec4c-c3bb-457d-b3f0-90079b7c4be4,Cylinder
6ab0d3f1-e154-4ad3-b520-ddc9a8b84930,Cube
ee864a8c-f0b6-408f-b243-d99f5cd4e6fb,Torus.544
e31e5f6b-3180-44b5-acc2-bb5450988a46,Cube
dc480eba-02c8-4801-958d-359545ce2936,Sphere
e6d7eb75-aec7-4175-b6b3-bdbfa2c88a7f,Sphere
d93f1471-0395-4751-8d47-4de4d34bd7ef,Cylinder
b4524c1b-6279-4237-b147-6e30e4c1bec9,Cylinder
e12a399f-33e7-41e5-9e01-19145555bc83,Cone
ed7607e7-be2a-4eb4-a1c8-7d0f1d7c51e0,Torus.545
19db7af4-e74d-4059-82d2-702adf39ceb5,Cylinder
92215796-6ab5-4dab-9f5a-283a102c406a,Torus.546
7160e013-913d-4cb6-a811-9dcafe9f44f9,Cone
b944fffd-3aad-4766-9078-a0a562c805c0,Cube
dad1f6c0-8b9c-4be0-95b8-30760b23d50b,Cylinder
aade5c8e-b68c-4e89-96ee-a1b69df0e4da,Sphere
5c60bb7f-01fe-44a0-8250-78e3b29a76de,Cube
29bfe9a1-dca9-4c0f-bf61-8bd6f0b293d0,Sphere
03451a65-4cdb-4c41-82ee-643ace39c9e8,Cone
c485018a-f703-42a7-a29d-7cc2c252cad9,Torus.547
94357772-0f87-439c-b2c9-8bbfa8c76767,Cylinder
9f697a0e-5cb8-4163-a254-8ba47af51824,Cylinder
c4efbc8b-6a4d-4697-8e26-f65e36f37bd7,Cone
b51fd58d-6306-4260-bc77-13f33fb9d134,Cube
3997d858-590d-470a-afe3-bf63c7a58238,Sphere
41700ca0-6f19-4955-93e0-bcd64b4f5b51,Torus.548
2be683ce-e1e1-4f31-8086-9149731d5c91,Cone
5f7d339d-4dd4-45e3-916d-f2603273f59c,Torus.549
4165ce9d-8894-44af-894a-c2bb816c59ed,Torus.550
d3162529-cd01-488c-b3c9-904e8a60e132,Cone
c7c49d5b-b0a8-4b6f-b560-c04fac9a8a7f,Torus.551
e34fef4c-4e33-475b-8359-ca1ac281edef,Torus.552
d5fc0a92-76ab-48ce-bf48-e3a2bf1adf0b,Cylinder
ba79f27b-84ba-4a54-b9fd-952f37139804,Cylinder
a27cae7e-c110-4c2e-a795-a308b8ec392b,Torus.553
68abf8f0-1bfc-47eb-a827-ac0ae86d40d6,Cube
0a2279d3-b052-492b-a8ac-55e96d4cce87,Cone
f06a2c11-136a-4b88-b945-eb85f166004d,Sphere
c1eb447d-8c3f-47ec-befd-66c9d74bc754,Cone
b23b24e8-dfca-4b0f-8065-abc3a5172f33,Cone
f3992597-9cc1-4acb-8f8f-e0fbef45b147,Cube
e423c39c-21db-40f4-9cc8-a5f0fcafa967,Torus.554
291e32ce-454d-41d2-91a9-c9cef0cb86f3,Sphere
a0e073f3-2443-4992-b01d-ca876f5b0410,Sphere
d467881f-9562-4a48-9773-7eac8d517bbe,Sphere
b93e3dfc-3b63-43ae-b2a2-71b52e89d11b,Sphere
b0ef6658-ff9f-45aa-bfa4-e9b2ff71702e,Cone
7a7ffcc5-5199-4b7c-935f-581775fd2121,Cube
